title,imdb_score,predicted_score
Naruto Shippuden the Movie: Bonds,6.8,6.6891868270709605
Don,7.1,6.543449623448048
Chup Chup Ke,6.9,6.807963568281776
Naruto Shippuden the Movie: The Will of Fire,7.0,6.939016377972528
Fashion,6.9,6.9188123913585855
Arahan,6.6,5.964246959003735
Whisky,7.1,6.5313585941340015
Ajab Prem Ki Ghazab Kahani,6.3,6.068123873833884
Te quiero,5.0,6.337072423294405
Sir! No Sir!,7.6,7.338700136992132
Race,7.0,6.537468299499836
Sivaji: The Boss,7.5,7.011052703606703
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,7.3,6.423176395816811
Interview with a Serial Killer,5.9,6.912183462290025
G.O.R.A.,8.0,6.233080689758092
Guzaarish,7.4,6.270341818658401
Raajneeti,7.1,6.741769350353015
Jaane Tu... Ya Jaane Na,7.4,6.6881736104022265
Accident,6.6,5.9122836919585
Jeff Dunham: Arguing with Myself,8.0,7.058261135795718
Chalte Chalte,6.5,6.917389658556813
Naruto: Ninja Clash in the Land of Snow,6.6,6.662069833347494
Taxi No. 9 2 11,7.2,6.492227969466642
Yuva,7.3,6.595077279844798
Wake Up Sid,7.6,6.596266209162576
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",7.0,6.971574158687838
Awara Paagal Deewana,6.2,6.540194417456501
Kabhi Alvida Naa Kehna,6.0,6.931755819336524
The Blue Umbrella,7.3,6.2226450667339455
Naruto: Guardians of the Crescent Moon Kingdom,6.4,6.656848964439211
Ishqiya,7.3,6.030263413960729
Life in a Metro,7.4,6.455400594699828
I Hate Luv Storys,5.6,6.261800762004354
Main Hoon Na,7.0,6.356748211100764
Billu,6.3,6.833375292522792
Paheli,6.3,6.678567380070509
Rock On!!,7.7,6.88605582081888
"LSD: Love, Sex aur Dhokha",7.2,6.308094627125242
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,6.9,6.846089250690424
Break Ke Baad,5.1,6.233826344326751
Kaminey,7.4,6.4953897936330725
Fuga,6.2,6.292902570676128
Zozo,6.5,6.616425986341942
Luck by Chance,7.1,6.711466979517948
Trailer Park Boys: Say Goodnight to the Bad Guys,7.8,5.916022956301442
Naruto: Legend of the Stone of Gelel,6.4,6.943395468101995
Honeymoon Travels Pvt. Ltd.,6.1,6.443347216878915
Manorama Six Feet Under,7.6,6.798741093715419
Dhobi Ghat,7.0,6.412329371713481
Inuyasha the Movie 4: Fire on the Mystic Island,7.2,6.658118492705502
Dev.D,7.9,6.706294883250663
Karthik Calling Karthik,7.1,6.1118546197471595
Dostana,6.5,6.666459756576059
Romantik Komedi,5.3,5.69810363455004
Kurbaan,5.7,6.338112202709593
Once Upon a Time in Mumbaai,7.4,5.986116592811575
Delhi-6,6.1,6.927500462648874
Inuyasha the Movie 3: Swords of an Honorable Ruler,7.6,6.545009448799682
Bluffmaster!,6.6,6.2177840427550075
Golmaal Returns,5.1,6.696208245165129
Oye Lucky! Lucky Oye!,7.7,5.803507629225716
Kaal,4.7,5.307608473438444
Shootout at Lokhandwala,7.1,6.97959640139217
Kannathil Muthamittal,8.4,6.865805347565895
Madness in the Desert,8.4,7.6224888542263995
What's Your Raashee?,4.8,7.094509299510566
Kyaa Kool Hai Hum,6.1,6.985538178959089
My Führer,5.5,6.6612286902329485
Eternal Summer,7.0,6.191534026837096
The Figurine (Araromire),4.4,6.049975528435445
Jim Gaffigan: Beyond the Pale,7.8,6.97416639832198
Mumbai Meri Jaan,7.7,6.677636625656406
Kevin James: Sweat the Small Stuff,7.4,6.669604374229926
Mukhsin,7.3,6.227785556152552
This Is the Life,6.3,7.06029498044426
The Unjust,6.6,6.104004696465701
The Trailer Park Boys Xmas Special,8.0,5.853538677030315
C Kkompany,5.5,6.460365419648761
Bosta,6.4,6.769085274027048
Linewatch,5.4,6.28868004150898
We Are Family,5.6,6.091916756912244
Love in a Puff,7.1,6.001973793103706
Lakshya,7.8,7.014539962384629
Agyaat,2.9,5.784079087141297
Vizontele,8.0,6.68640542202643
Do Dooni Chaar,7.5,6.859277636644766
Welcome to Sajjanpur,6.9,6.7467316514293945
Peepli Live,7.4,6.38059363189013
The Legend of Bhagat Singh,8.1,7.060142737154072
Main Aurr Mrs Khanna,3.4,6.259907000286595
Ishq Vishk,6.1,6.567686206169043
Kismat Konnection,5.3,6.644083758703906
Twins Mission,5.2,6.304887965874755
Frank & Cindy,6.9,7.116772076365919
Salt of This Sea,6.8,6.209400214237589
Apaharan,7.4,6.980553329872306
Gangaajal,7.8,6.868385959174716
Ijé: The Journey,6.2,6.397327071013506
Harishchandrachi Factory,8.4,6.717623224041058
Gina Yashere: Skinny B*tch,6.5,6.8327407732218335
Sergio,7.4,7.14864453037886
The Kite,6.4,6.336128321908838
Beast Stalker,6.8,5.847096753078739
Aamir,7.6,6.289008918621459
Chhota Bheem Aur Krishna,6.4,6.427830214738817
Palermo Hollywood,5.3,6.593440446629685
Connected,6.6,5.960530367053261
EMI,4.4,6.880824525233866
Kucch To Hai,4.3,5.711317229433346
Fida,5.4,5.949029607332056
My Amnesia Girl,6.7,5.756211047008927
Krishna Cottage,5.1,5.6826138489212985
Jeff Dunham's Very Special Christmas Special,7.4,7.191201713431784
Mission Istaanbul,3.4,6.232281441200383
Under the Bombs,7.0,6.667569220201207
Kyo Kii... Main Jhuth Nahin Bolta,5.3,6.660423617476292
Old Thieves: The Legend of Artegio,8.0,7.285611144922472
Stray Bullet,6.3,6.12559423241265
Well Done Abba,7.2,6.520871244739394
Kisaan,5.5,6.087984258711341
Once a Gangster,5.7,5.73537759327328
Perazhagan,6.4,6.411755748561991
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",6.5,6.7446024354061045
Pomegranates and Myrrh,6.2,6.408441617001082
Kuselan,4.8,6.818932637636809
Chance Pe Dance,4.8,6.11254496026656
Dhan Dhana Dhan Goal,5.0,6.914600376880525
Aagey Se Right,5.2,6.771995861973574
Falafel,6.7,6.33336087738262
Hattrick,4.3,6.093157796202505
Look for a Star,5.6,6.315028571006569
Koi Aap Sa,5.5,6.553076009128957
Talentime,7.4,6.681153969559682
Dhoondte Reh Jaaoge,5.6,6.786005068209885
A Very Special Love,6.5,6.085089383942202
Ezra,6.4,6.4576317372224015
Frontiers of Dreams and Fears,8.2,6.970157439861768
A Love Story,6.4,6.303302776404953
Bheem vs Aliens,7.6,6.5425867146382775
Tango with Me,6.3,5.835853969660518
Brother's Shadow,6.1,6.402151504957525
Rabun,7.6,6.133769494745536
Project X,6.6,6.517020100353152
Zero Dark Thirty,7.4,7.837564392275618
The Amazing Spider-Man,6.9,7.2830581866448485
The Dark Knight Rises,8.4,9.855859523412965
Mission: Impossible - Ghost Protocol,7.4,6.863266815163855
Margin Call,7.1,6.533876742726909
Django Unchained,8.4,9.640425529071155
Les Misérables,7.5,7.831941019921185
Argo,7.7,7.579617403801269
Kung Fu Panda 2,7.2,6.807266465800974
Contagion,6.8,6.346270189486249
Sherlock Holmes: A Game of Shadows,7.4,6.9299236932681
Contraband,6.4,6.279640698228201
Savages,6.4,6.521699776031628
Dark Shadows,6.2,6.418991231299859
Total Recall,6.2,6.121353241005137
The Smurfs,5.4,6.408549512938249
Soul Surfer,7.0,6.233188140777345
LOL,4.3,6.125296459863183
Unknown,6.8,6.260245748597059
Rise of the Guardians,7.2,6.286852526837548
Here Comes the Boom,6.4,6.022904681734328
Berserk: The Golden Age Arc I - The Egg of the King,7.5,6.478086336474335
Rurouni Kenshin Part I: Origins,7.4,6.9568881716779245
Everything Must Go,6.4,6.147671856951746
Silenced,8.0,6.644433078360151
The Rite,6.0,6.017691663271887
Quartet,6.8,6.001816033241507
Arthur Christmas,7.1,6.824936600586049
John Mulaney: New in Town,8.2,6.718975642245084
Hop,5.4,6.646482885410541
Red Riding Hood,5.4,5.575442428825673
The History of Future Folk,7.1,5.74017893164725
A Very Harold & Kumar Christmas,6.2,6.088583271025939
Escape from Planet Earth,5.8,6.277630799068826
One Piece Film: Z,7.8,6.673513341107301
Bully,7.4,7.177846695533418
"Chaos, Disorder",6.2,5.946248288731988
Sebastian Maniscalco: What's Wrong with People?,8.0,5.944099804672644
Singham,6.8,6.513946279966337
Berserk: The Golden Age Arc II - The Battle for Doldrey,7.7,6.313034309302319
Zindagi Na Milegi Dobara,8.1,6.711875111278395
A Princess for Christmas,6.3,5.586912665169808
Middle of Nowhere,6.5,6.438757685677181
Donald Glover: Weirdo,7.4,6.77021296521673
Delhi Belly,7.5,5.794395225726998
Undefeated,7.7,7.249844248956675
Barfi!,8.1,6.627850917877383
6 Bullets,6.0,6.14501850060288
7 Khoon Maaf,6.2,6.591533164960553
Naruto Shippuden the Movie: Blood Prison,7.1,5.917447893734282
Maria Bamford: The Special Special Special!,7.0,5.642226406898188
The Trial of Adolf Eichmann,7.5,6.922759928595773
Don't Go Breaking My Heart,6.5,5.981940925916175
Jim Gaffigan: Mr. Universe,7.7,5.976497290901649
A Second Chance,4.7,6.074483916843854
Big Time Movie,6.1,5.368217041472523
Paan Singh Tomar,8.2,6.282995230717377
Shor in the City,7.2,6.52254161860384
FRED 3: Camp Fred,2.0,5.662923352719774
Don 2,7.0,6.13659282432377
Pyaar Ka Punchnama,7.6,6.5543008524641815
Chillar Party,7.5,6.384122849358112
Talaash,7.2,6.761202379844024
Coming Forth by Day,6.5,6.370869638106005
The Great Magician,5.9,6.012554768625716
Toll Booth,6.4,6.37333041978415
No One Killed Jessica,7.2,6.689343918286149
Ferrari Ki Sawaari,6.4,6.383117082420145
Tiger & Bunny: The Beginning,6.6,6.115540730265929
The Dirty Picture,6.6,6.814010750248863
Kath & Kimderella,5.3,5.995803851623344
Rowdy Rathore,5.7,6.435189794331072
OMG: Oh My God!,8.1,6.789996405268249
Ek Main Aur Ekk Tu,5.7,6.086952504976148
A Beautiful Life,6.7,6.227521702531825
Mugamoodi,5.1,6.580771316457177
Game,5.2,6.126150815049559
Bodyguard,4.6,6.060991190147113
Material,7.1,6.3224618168463005
Kyaa Super Kool Hain Hum,5.0,6.774135838646618
Jeff Dunham: Controlled Chaos,7.4,6.95585797777508
Players,4.2,6.319611244235661
Aiyyaa,4.3,6.211317239064954
Tere Naal Love Ho Gaya,5.8,6.082300188506873
Ragini MMS,5.1,5.666422037235115
Grandmaster,6.9,5.855087453638885
26 Years,6.3,6.536625658027438
Michael,5.3,6.201489139674633
"All's Well, Ends Well",5.1,5.995381074179485
Heroine,5.0,6.785591331633093
Lavell Crawford: Can a Brother Get Some Love?,6.9,7.185402272468563
Jeff Dunham: Minding the Monsters,7.0,6.026737360860179
Kalakalappu,6.9,6.591675736176158
Chhota Bheem In Dholakpur to Kathmandu,7.9,6.557727333969222
Bbuddah Hoga Terra Baap,5.6,5.777190029548796
Luv Shuv Tey Chicken Khurana,6.6,6.45641135304624
Bwakaw,7.1,6.444809758336023
Blood Money,5.0,5.962105873814164
Shaitan,7.2,6.2137419284084325
Department,3.2,6.144452157365137
Asmaa,8.1,6.358763626825305
Thaandavam,6.1,6.249716146397693
Question Mark,7.0,6.4265766907064785
Husbands in Goa,3.8,6.601112991528061
Blitz Patrollie,5.4,5.928086720037495
Moshe Kasher: Live in Oakland,6.7,5.7832605981158265
The Mistress,6.3,6.227630487194982
The Rise of Kirmada,8.2,6.533569458742554
Vettai,6.0,6.070893694900335
Muran,6.3,6.069849161493485
A World Not Ours,7.8,7.201975739513196
Tom Papa: Live in New York City,7.2,5.770872339515739
Zokkomon,4.0,5.876395452494558
My Friend Pinto,5.3,6.553128118895195
Here Comes the Rain,6.3,6.398370718219703
One More Try,6.0,6.413149389692883
Chhota Bheem Master of Shaolin,6.1,6.615340304049997
No Other Woman,5.9,5.800607936901167
Sisterakas,5.0,6.494098054942189
Phone Swap,6.2,5.759940045602127
"Darling, Something's Wrong with Your Head",6.7,6.035213180860323
Paddington,7.2,6.714073610841528
It Follows,6.8,5.896006729662767
The Imitation Game,8.0,8.14766806110484
Rush,8.1,7.227971048079199
Nightcrawler,7.8,7.510730270709903
St. Vincent,7.2,6.681291089183842
The Conjuring,7.5,6.556728006506454
How to Train Your Dragon 2,7.8,6.860834532024469
Oldboy,5.7,6.058549410457068
Big Eyes,7.2,7.1223391167165655
Begin Again,7.4,6.3380990810776066
42,7.5,6.894958009050083
Olympus Has Fallen,6.5,6.556878238269221
Dark Skies,6.3,6.264050967359314
Blue Jasmine,7.3,6.77868615788818
Insidious: Chapter 2,6.5,5.899866815766484
Creep,6.3,5.343101682111973
Barefoot,6.6,6.052446896903582
The Giver,6.4,5.903688217639504
Mandela: Long Walk to Freedom,7.1,7.109065888621343
The Green Inferno,5.3,5.544594767486837
Empire State,5.2,5.870266390758908
Penguins of Madagascar,6.6,6.087325098654845
A Walk Among the Tombstones,6.5,6.339030882161516
The Call,6.7,5.523430283151446
Scary Movie 5,3.5,5.7485078523986415
Philomena,7.6,6.583183215171487
Seventh Son,5.5,6.084188838633534
The Butler,7.2,6.928704751899596
Texas Chainsaw 3D,4.8,5.414177971460342
Cloudy with a Chance of Meatballs 2,6.3,6.677384230122901
Metallica: Through the Never,7.1,6.09826010112668
Mr. Peabody & Sherman,6.8,5.986048436376796
The Frozen Ground,6.4,6.476414413947957
Shrek the Musical,6.9,6.19908590710935
The Railway Man,7.1,6.816075204002746
Get on Up,6.9,6.781568782430292
Who Am I,7.5,6.181679740888893
The Battered Bastards of Baseball,8.0,6.982405155973982
Walk of Shame,6.0,6.256694541143848
Cowspiracy: The Sustainability Secret,8.2,7.047416429196566
The Smurfs 2,5.3,6.575920282322945
"I, Frankenstein",5.1,5.104390365679317
The November Man,6.2,5.956834931878982
PK,8.1,6.814356196483425
Bill Burr: I'm Sorry You Feel That Way,8.3,6.8935194943129074
Copenhagen,7.0,6.00755148190175
Thanks for Sharing,6.4,6.25261814997462
Queen,8.1,6.997861328766479
Virunga,8.2,7.217315048155628
Mike Birbiglia: My Girlfriend's Boyfriend,8.0,6.514808832582356
Effie Gray,6.0,6.1864182839119914
Elena,7.6,6.878315366879903
The Haunting in Connecticut 2: Ghosts of Georgia,5.2,5.71423879050004
The Nut Job,5.7,6.505643115871376
Haider,8.1,6.560253772410368
Omar,7.5,6.222009452945637
Tom Segura: Completely Normal,7.7,6.868183666371604
We Steal Secrets: The Story of WikiLeaks,6.9,7.349030551637913
Search Party,5.6,6.188261896244753
Stand by Me Doraemon,7.3,6.424059283291101
Berserk: The Golden Age Arc III - The Advent,7.8,6.256167024834561
The Square,8.1,7.3691608964761866
2 States,6.9,6.472229173560602
