title,imdb_score,predicted_score
Last Action Hero,6.4,6.375436388160158
My Girl,6.9,6.005319200660158
Wyatt Earp,6.7,7.059030138160158
Eraser,6.1,6.539498888160158
Neon Genesis Evangelion: The End of Evangelion,8.0,7.019967638160158
Vegas Vacation,5.9,6.368600450660158
In the Line of Fire,7.2,6.615670763160158
Little Women,7.3,6.156686388160158
U.S. Marshals,6.5,6.393991075660158
Anaconda,4.8,5.686959825660158
The Replacements,6.6,6.600045763160158
Seven Years in Tibet,7.1,7.489694200660158
The Net,5.9,6.454537950660158
Cliffhanger,6.5,7.089303575660158
Menace II Society,7.5,6.611764513160158
Johnny Mnemonic,5.6,6.104928575660158
3 Ninjas Kick Back,4.5,5.687936388160158
Edge of Seventeen,6.8,6.348092638160158
The Devil's Own,6.2,6.305123888160158
Spawn,5.2,5.923287950660158
Croupier,7.0,6.623483263160158
The Next Karate Kid,4.5,5.796334825660158
Geronimo: An American Legend,6.5,7.003366075660158
Double Team,4.8,5.760202013160158
Heavy,6.8,6.385202013160158
The Players Club,5.9,6.719186388160158
Kuch Kuch Hota Hai,7.6,6.976022325660158
Children of God,6.3,7.079537950660158
Knight Rider 2000,4.5,5.865670763160158
Hum Aapke Hain Koun..!,7.5,7.032662950660158
Dil Se..,7.5,6.861764513160158
Jerry Seinfeld: I'm Telling You for the Last Time,7.9,7.135202013160158
Sankofa,7.0,6.735787950660158
Herod's Law,7.8,6.373483263160158
Wild Tango,6.7,6.509225450660158
The Last Days,7.9,8.070748888160157
Sam Kinison: Live in Vegas,6.6,7.051217638160158
Bill Hicks: Revelations,8.5,7.121530138160158
Bombay,8.1,6.607858263160158
Mann,6.1,6.818795763160158
Soldier,6.2,6.170358263160158
Sinbad: Son of a Preacher Man,6.8,6.971139513160158
Damini,7.8,7.117623888160158
Hum Saath Saath Hain,6.2,6.573678575660158
Destiny,7.1,6.724069200660158
Chronicle of a Disappearance,6.9,6.512155138160158
Muthu,7.6,6.418405138160158
Jeans,6.4,6.704537950660158
Monty Python: Live at Aspen,7.8,6.972116075660158
Minsara Kanavu,6.7,6.596139513160158
Duplicate,5.5,6.273873888160158
Avvai Shanmugi,7.9,7.089303575660158
Anjaam,6.6,6.365670763160158
A Triumph of the Heart: The Ricky Bell Story,7.2,6.618600450660158
Phir Bhi Dil Hai Hindustani,6.1,6.727975450660158
Children of Shatila,8.1,7.185006700660158
Tim Allen: Rewires America,6.0,6.760202013160158
West Beirut,7.6,6.466256700660158
Govindha Govindha,6.6,6.672311388160158
Out of Life,6.9,6.766061388160158
Gumrah,6.1,6.416452013160158
Sinbad: Nothin' but the Funk,6.3,6.976022325660158
Sinbad: Afros and Bellbottoms,7.8,7.103952013160158
Fiza,6.0,6.260202013160158
Before the Flying Circus,7.3,6.911569200660158
The Other,5.9,6.230905138160158
Yodha,4.5,6.555123888160158
The Emigrant,6.5,6.761178575660158
Hello Brother,4.6,5.994577013160158
Dushmani,5.0,6.388131700660158
Nightmare in Columbia County,5.5,6.421334825660158
Shikari,5.8,6.785592638160158
The Mist,7.1,6.370553575660158
Mean Girls,7.1,7.176217638160158
Catch Me If You Can,8.1,8.999459825660157
Old School,7.0,6.729928575660158
Anchorman: The Legend of Ron Burgundy,7.1,7.110787950660158
Inception,8.8,10.796334825660157
The Departed,8.5,9.313912950660157
Insidious,6.8,6.226998888160158
War of the Worlds,6.5,6.795358263160158
Wanted,6.7,6.823678575660158
Casino Royale,8.0,7.437936388160158
The Terminal,7.4,7.415475450660158
Michael Clayton,7.2,6.894967638160158
Road to Perdition,7.7,8.040475450660157
Big Fish,8.0,7.171334825660158
The Hurt Locker,7.5,7.847116075660158
Troy,7.3,8.346139513160157
Sherlock Holmes,7.6,7.484811388160158
Love Actually,7.6,7.564889513160158
Get Smart,6.5,6.409616075660158
Quantum of Solace,6.6,6.897897325660158
The Blind Side,7.6,7.574655138160158
Identity,7.3,6.625436388160158
I Am Legend,7.2,7.573678575660158
Grown Ups,5.9,6.931100450660158
The Girl Next Door,6.7,6.762155138160158
Public Enemies,7.0,7.507272325660158
Not Another Teen Movie,5.7,6.520944200660158
Blow,7.5,7.311959825660158
Hancock,6.4,7.368600450660158
The Pursuit of Happyness,8.0,7.810006700660158
Monster,7.3,6.772897325660158
Rambo,7.0,6.478952013160158
Something's Gotta Give,6.7,6.732858263160158
Harold & Kumar Go to White Castle,7.0,6.648873888160158
Thir13en Ghosts,5.6,5.825631700660158
Cloudy with a Chance of Meatballs,6.9,6.912545763160158
Halloween,6.0,6.264108263160158
Jackass: The Movie,6.6,7.143014513160158
Semi-Pro,5.8,6.340280138160158
The Lake House,6.8,7.228952013160158
The Girl Next Door,6.5,5.978952013160158
The Book of Eli,6.8,6.510202013160158
Blood Diamond,8.0,7.612741075660158
Just Like Heaven,6.7,6.496530138160158
Ip Man,8.0,7.157662950660158
21,6.8,7.376412950660158
Friday the 13th,5.5,5.962350450660158
Let Me In,7.1,6.106881700660158
A Nightmare on Elm Street,5.2,5.980416856910158
Miss Congeniality 2: Armed and Fabulous,5.1,6.367623888160158
The Bucket List,7.4,7.021920763160158
Scary Movie 4,5.1,6.078561388160158
The Sweetest Thing,5.1,6.023873888160158
How Do You Know,5.4,6.346139513160158
Mr. Bean's Holiday,6.4,6.155709825660158
The Interpreter,6.4,6.545358263160158
John Q,7.0,6.826608263160158
3 Idiots,8.4,7.909616075660158
The One,5.9,5.847116075660158
The Texas Chainsaw Massacre,6.2,6.272897325660158
The Cat in the Hat,4.0,5.717233263160158
Tears of the Sun,6.6,6.753366075660158
Due Date,6.5,7.121530138160158
We Are Marshall,7.0,6.870553575660158
Blood and Bone,6.7,6.211373888160158
Freddy vs. Jason,5.7,5.907662950660158
The Golden Compass,6.1,6.346139513160158
The Men Who Stare at Goats,6.2,6.839303575660158
Cleaner,6.1,6.181100450660158
Monster House,6.6,6.960397325660158
Good Luck Chuck,5.6,6.131295763160158
"10,000 BC",5.1,6.834420763160158
Cop Out,5.5,5.869577013160158
The Cave,5.1,5.240670763160158
Starsky & Hutch,6.1,6.700631700660158
New York Minute,4.9,5.556100450660158
Rumor Has It...,5.5,6.397897325660158
Comedian,6.9,7.194772325660158
Catch and Release,5.9,6.352975450660158
Lagaan: Once Upon a Time in India,8.1,7.009225450660158
Friends with Money,5.8,6.292428575660158
Ip Man 2,7.5,6.737741075660158
Life As We Know It,6.5,6.452584825660158
Death at a Funeral,5.7,6.468209825660158
Dreamer: Inspired By a True Story,6.8,6.319772325660158
Premonition,5.9,6.589303575660158
Soul Plane,4.5,5.958444200660158
The Texas Chainsaw Massacre: The Beginning,5.8,6.738717638160158
Louis C.K.: Hilarious,8.4,6.028756700660158
Deck the Halls,5.0,5.945748888160158
Takers,6.2,6.117623888160158
Like Stars on Earth,8.3,7.051217638160158
Did You Hear About the Morgans?,4.9,6.420358263160158
Stuart Little 2,5.5,6.542428575660158
Half Past Dead,4.6,5.864694200660158
Christmas with the Kranks,5.4,6.001412950660158
Alpha and Omega,5.1,5.914987169410158
Initial D,6.3,6.632272325660158
Naruto Shippuden the Movie,6.7,6.558053575660158
Gifted Hands: The Ben Carson Story,7.6,6.533639513160158
The Legend of the Nahuala,6.1,6.651803575660158
One Piece: Strong World,7.5,7.006295763160158
Chaos,6.4,6.186959825660158
Waist Deep,5.8,6.188912950660158
Trailer Park Boys: The Movie,7.1,6.358834825660158
Tito,7.2,7.006295763160158
Even the Rain,7.4,6.676217638160158
Katt Williams: The Pimp Chronicles Pt. 1,7.6,6.858834825660158
Udaan,8.1,6.817819200660158
Om Shanti Om,6.7,6.199655138160158
Trailer Park Boys: Countdown to Liquor Day,7.3,6.374459825660158
Kabhi Khushi Kabhie Gham,7.4,7.122506700660158
Kal Ho Naa Ho,7.9,6.881295763160158
Jab We Met,7.9,6.721139513160158
From Within,5.6,6.766061388160158
Black Friday,8.4,7.144967638160158
Jodhaa Akbar,7.5,7.416452013160158
"Cairo 6,7,8",7.4,6.417428575660158
Zach Galifianakis: Live at the Purple Onion,7.2,6.961373888160158
First Sunday,4.5,6.340280138160158
Inuyasha the Movie: Affections Touching Across Time,7.2,6.918405138160158
Swades,8.1,7.309030138160158
Bon Cop Bad Cop,6.5,6.039498888160158
The Boy Who Cried Werewolf,5.9,5.397897325660158
Rang De Basanti,8.1,7.538522325660158
Guru,7.7,7.643014513160158
Whitney Cummings: Money Shot,6.2,6.655709825660158
Welcome,7.0,6.342233263160158
Jim Gaffigan: King Baby,7.7,7.038522325660158
Mike Birbiglia: What I Should Have Said Was Nothing,7.6,5.990670763160158
Dil Chahta Hai,8.1,6.966256700660158
Anbe Sivam,8.7,7.020944200660158
Tony Manero,6.8,6.572702013160158
A Lion in the House,8.7,8.112741075660157
Bleach the Movie: Fade to Black,7.1,7.161569200660158
Delta Farce,3.6,6.060983263160158
My Suicide,7.0,6.698678575660158
Phir Hera Pheri,7.1,6.716256700660158
Naruto Shippuden the Movie: The Lost Tower,6.8,6.632272325660158
Divine Intervention,6.6,6.332467638160158
Da Kath & Kim Code,7.3,6.250436388160158
Kevin Hart: I'm a Grown Little Man,7.5,7.127389513160158
Bleach the Movie: Hell Verse,7.4,6.710397325660158
Naruto Shippuden the Movie: Bonds,6.8,6.882272325660158
Don,7.1,6.355905138160158
Chup Chup Ke,6.9,6.718209825660158
Naruto Shippuden the Movie: The Will of Fire,7.0,7.143991075660158
Fashion,6.9,6.812936388160158
Arahan,6.6,5.934030138160158
Whisky,7.1,6.565866075660158
Ajab Prem Ki Ghazab Kahani,6.3,6.005319200660158
Te quiero,5.0,6.377389513160158
Sir! No Sir!,7.6,7.334420763160158
Race,7.0,6.440866075660158
Sivaji: The Boss,7.5,6.829537950660158
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,7.3,6.577584825660158
Interview with a Serial Killer,5.9,6.982858263160158
G.O.R.A.,8.0,6.234811388160158
Guzaarish,7.4,6.218698106910158
Raajneeti,7.1,6.526803575660158
Jaane Tu... Ya Jaane Na,7.4,6.610787950660158
Accident,6.6,6.088327013160158
Jeff Dunham: Arguing with Myself,8.0,7.134225450660158
Chalte Chalte,6.5,6.812936388160158
Naruto: Ninja Clash in the Land of Snow,6.6,6.841256700660158
Taxi No. 9 2 11,7.2,6.486764513160158
Yuva,7.3,6.477975450660158
Wake Up Sid,7.6,6.545358263160158
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",7.0,7.167428575660158
Awara Paagal Deewana,6.2,6.426217638160158
Kabhi Alvida Naa Kehna,6.0,6.787545763160158
The Blue Umbrella,7.3,6.199655138160158
Naruto: Guardians of the Crescent Moon Kingdom,6.4,6.893014513160158
Ishqiya,7.3,6.013619981910158
Life in a Metro,7.4,6.429147325660158
I Hate Luv Storys,5.6,6.183053575660158
Main Hoon Na,7.0,6.279733263160158
Billu,6.3,6.773873888160158
Paheli,6.3,6.577584825660158
Rock On!!,7.7,6.901803575660158
"LSD: Love, Sex aur Dhokha",7.2,6.189889513160158
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,6.9,7.111764513160158
Break Ke Baad,5.1,6.177194200660158
Kaminey,7.4,6.448678575660158
Fuga,6.2,6.396920763160158
Zozo,6.5,6.507272325660158
Luck by Chance,7.1,6.614694200660158
Trailer Park Boys: Say Goodnight to the Bad Guys,7.8,6.009225450660158
Naruto: Legend of the Stone of Gelel,6.4,7.147897325660158
Honeymoon Travels Pvt. Ltd.,6.1,6.435006700660158
Manorama Six Feet Under,7.6,6.700631700660158
Dhobi Ghat,7.0,6.420358263160158
Inuyasha the Movie 4: Fire on the Mystic Island,7.2,6.835397325660158
Dev.D,7.9,6.647897325660158
Karthik Calling Karthik,7.1,6.043893419410158
Dostana,6.5,6.606881700660158
Romantik Komedi,5.3,5.711373888160158
Kurbaan,5.7,6.239694200660158
Once Upon a Time in Mumbaai,7.4,5.907174669410158
Delhi-6,6.1,6.857858263160158
Inuyasha the Movie 3: Swords of an Honorable Ruler,7.6,6.720162950660158
Bluffmaster!,6.6,6.109811388160158
Golmaal Returns,5.1,6.505319200660158
Oye Lucky! Lucky Oye!,7.7,5.952584825660158
Kaal,4.7,5.405709825660158
Shootout at Lokhandwala,7.1,6.987741075660158
Kannathil Muthamittal,8.4,6.810006700660158
Madness in the Desert,8.4,7.546334825660158
What's Your Raashee?,4.8,6.912545763160158
Kyaa Kool Hai Hum,6.1,6.795358263160158
My Führer,5.5,6.616647325660158
Eternal Summer,7.0,6.250436388160158
The Figurine (Araromire),4.4,6.143014513160158
Jim Gaffigan: Beyond the Pale,7.8,7.051217638160158
Mumbai Meri Jaan,7.7,6.711373888160158
Kevin James: Sweat the Small Stuff,7.4,6.825631700660158
Mukhsin,7.3,6.239694200660158
This Is the Life,6.3,7.175241075660158
The Unjust,6.6,6.045846544410158
The Trailer Park Boys Xmas Special,8.0,5.962350450660158
C Kkompany,5.5,6.451608263160158
Bosta,6.4,6.655709825660158
Linewatch,5.4,6.321725450660158
We Are Family,5.6,6.037057481910158
Love in a Puff,7.1,6.002389513160158
Lakshya,7.8,6.876412950660158
Agyaat,2.9,5.927194200660158
Vizontele,8.0,6.700631700660158
Do Dooni Chaar,7.5,6.641061388160158
Welcome to Sajjanpur,6.9,6.702584825660158
Peepli Live,7.4,6.358834825660158
The Legend of Bhagat Singh,8.1,7.030709825660158
Banyuki,7.1,6.797311388160158
Main Aurr Mrs Khanna,3.4,6.261178575660158
Ishq Vishk,6.1,6.503366075660158
Kismat Konnection,5.3,6.592233263160158
Twins Mission,5.2,6.308053575660158
Frank & Cindy,6.9,7.319772325660158
Salt of This Sea,6.8,6.220162950660158
Apaharan,7.4,6.828561388160158
Gangaajal,7.8,6.755319200660158
Laugh Out Loud,7.0,6.061959825660158
Ijé: The Journey,6.2,6.398873888160158
Harishchandrachi Factory,8.4,6.866647325660158
Gina Yashere: Skinny B*tch,6.5,6.944772325660158
Sergio,7.4,7.197702013160158
The Kite,6.4,6.438912950660158
Beast Stalker,6.8,5.903756700660158
Aamir,7.6,6.167428575660158
Chhota Bheem Aur Krishna,6.4,6.696725450660158
Palermo Hollywood,5.3,6.625436388160158
Connected,6.6,5.923287950660158
EMI,4.4,6.753366075660158
Kucch To Hai,4.3,5.783639513160158
Fida,5.4,5.931100450660158
My Amnesia Girl,6.7,5.716256700660158
Krishna Cottage,5.1,5.768014513160158
Jeff Dunham's Very Special Christmas Special,7.4,7.232858263160158
Mission Istaanbul,3.4,6.288522325660158
Under the Bombs,7.0,6.692819200660158
Kyo Kii... Main Jhuth Nahin Bolta,5.3,6.597116075660158
Old Thieves: The Legend of Artegio,8.0,7.233834825660158
Stray Bullet,6.3,6.199655138160158
Well Done Abba,7.2,6.368112169410158
Kisaan,5.5,6.116647325660158
Once a Gangster,5.7,5.699655138160158
Perazhagan,6.4,6.335397325660158
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",6.5,6.739694200660158
Pomegranates and Myrrh,6.2,6.488717638160158
Kuselan,4.8,6.673287950660158
Chance Pe Dance,4.8,6.160592638160158
Dhan Dhana Dhan Goal,5.0,6.782662950660158
Aagey Se Right,5.2,6.704537950660158
Falafel,6.7,6.397897325660158
Hattrick,4.3,6.119577013160158
Look for a Star,5.6,6.315866075660158
Koi Aap Sa,5.5,6.490670763160158
Talentime,7.4,6.690866075660158
Dhoondte Reh Jaaoge,5.6,6.730905138160158
A Very Special Love,6.5,6.128366075660158
Ezra,6.4,6.484811388160158
Frontiers of Dreams and Fears,8.2,7.199655138160158
A Love Story,6.4,6.327584825660158
Bheem vs Aliens,7.6,6.755807481910158
Tango with Me,6.3,5.804147325660158
Brother's Shadow,6.1,6.485787950660158
Rabun,7.6,6.188912950660158
Project X,6.6,6.550241075660158
Zero Dark Thirty,7.4,7.786080919410158
The Amazing Spider-Man,6.9,7.322213731910158
The Dark Knight Rises,8.4,10.017526231910157
Mission: Impossible - Ghost Protocol,7.4,6.932565294410158
Margin Call,7.1,6.574655138160158
Django Unchained,8.4,10.012155138160157
Les Misérables,7.5,7.759713731910158
Argo,7.7,7.680612169410158
Kung Fu Panda 2,7.2,7.021920763160158
Contagion,6.8,6.474069200660158
Sherlock Holmes: A Game of Shadows,7.4,6.893991075660158
Contraband,6.4,6.295358263160158
Savages,6.4,6.479440294410158
Dark Shadows,6.2,6.416452013160158
Total Recall,6.2,6.103952013160158
The Smurfs,5.4,6.493600450660158
Soul Surfer,7.0,6.186471544410158
LOL,4.3,6.155221544410158
Unknown,6.8,6.290475450660158
Rise of the Guardians,7.2,6.421334825660158
Here Comes the Boom,6.4,6.016061388160158
Berserk: The Golden Age Arc I - The Egg of the King,7.5,6.565377794410158
Rurouni Kenshin Part I: Origins,7.4,6.961373888160158
Everything Must Go,6.4,6.181588731910158
Silenced,8.0,6.593209825660158
The Rite,6.0,6.105416856910158
Quartet,6.8,6.082467638160158
Arthur Christmas,7.1,6.899850450660158
John Mulaney: New in Town,8.2,6.783639513160158
Hop,5.4,6.651803575660158
Red Riding Hood,5.4,5.667428575660158
The History of Future Folk,7.1,5.790475450660158
A Very Harold & Kumar Christmas,6.2,6.013131700660158
Escape from Planet Earth,5.8,6.360787950660158
One Piece Film: Z,7.8,6.787545763160158
Bully,7.4,7.261178575660158
"Chaos, Disorder",6.2,5.933053575660158
Sebastian Maniscalco: What's Wrong with People?,8.0,5.946237169410158
Singham,6.8,6.411569200660158
Berserk: The Golden Age Arc II - The Battle for Doldrey,7.7,6.587350450660158
Zindagi Na Milegi Dobara,8.1,6.561959825660158
Sleepless Nights,7.7,7.247506700660158
A Princess for Christmas,6.3,5.587350450660158
Middle of Nowhere,6.5,6.466744981910158
Donald Glover: Weirdo,7.4,6.818795763160158
Delhi Belly,7.5,5.716256700660158
Undefeated,7.7,7.201119981910158
Barfi!,8.1,6.551217638160158
6 Bullets,6.0,6.120553575660158
7 Khoon Maaf,6.2,6.471627794410158
Naruto Shippuden the Movie: Blood Prison,7.1,6.101998888160158
Maria Bamford: The Special Special Special!,7.0,5.721627794410158
The Trial of Adolf Eichmann,7.5,6.946725450660158
Don't Go Breaking My Heart,6.5,5.889596544410158
Jim Gaffigan: Mr. Universe,7.7,5.972116075660158
A Second Chance,4.7,6.053170763160158
Big Time Movie,6.1,5.494088731910158
Paan Singh Tomar,8.2,6.172311388160158
Shor in the City,7.2,6.414498888160158
FRED 3: Camp Fred,2.0,5.624459825660158
Don 2,7.0,5.964791856910158
Pyaar Ka Punchnama,7.6,6.405709825660158
Chillar Party,7.5,6.306100450660158
Talaash,7.2,6.543405138160158
Coming Forth by Day,6.5,6.381784044410158
The Great Magician,5.9,5.956491075660158
Arjun: The Warrior Prince,6.7,6.873483263160158
Toll Booth,6.4,6.386178575660158
No One Killed Jessica,7.2,6.526803575660158
Ferrari Ki Sawaari,6.4,6.287057481910158
Tiger & Bunny: The Beginning,6.6,6.320748888160158
The Dirty Picture,6.6,6.692330919410158
Kath & Kimderella,5.3,5.984811388160158
Rowdy Rathore,5.7,6.256295763160158
OMG: Oh My God!,8.1,6.704049669410158
Ek Main Aur Ekk Tu,5.7,6.054147325660158
A Beautiful Life,6.7,6.189889513160158
Mugamoodi,5.1,6.513619981910158
Game,5.2,6.004342638160158
Bodyguard,4.6,6.042428575660158
Material,7.1,6.324655138160158
Kyaa Super Kool Hain Hum,5.0,6.693307481910158
Jeff Dunham: Controlled Chaos,7.4,6.952584825660158
Players,4.2,6.104928575660158
Aiyyaa,4.3,6.087350450660158
Tere Naal Love Ho Gaya,5.8,6.043405138160158
Ragini MMS,5.1,5.780709825660158
Grandmaster,6.9,5.825143419410158
26 Years,6.3,6.383248888160158
Michael,5.3,6.224557481910158
"All's Well, Ends Well",5.1,5.897897325660158
Heroine,5.0,6.688912950660158
Lavell Crawford: Can a Brother Get Some Love?,6.9,7.015573106910158
Jeff Dunham: Minding the Monsters,7.0,6.027780138160158
Kalakalappu,6.9,6.451608263160158
Chhota Bheem & Krishna in Mayanagari,8.7,6.394479356910158
Chhota Bheem In Dholakpur to Kathmandu,7.9,6.767037950660158
An Elf's Story,5.1,5.925241075660158
Bbuddah Hoga Terra Baap,5.6,5.700143419410158
Luv Shuv Tey Chicken Khurana,6.6,6.306100450660158
Bwakaw,7.1,6.435983263160158
Blood Money,5.0,5.924264513160158
Shaitan,7.2,6.152780138160158
Department,3.2,6.009225450660158
Asmaa,8.1,6.375436388160158
Thaandavam,6.1,6.116647325660158
Chota Bheem Aur Ganesh in the Amazing Odyssey,7.8,6.650827013160158
Question Mark,7.0,6.422799669410158
Husbands in Goa,3.8,6.426705919410158
Chhota Bheem and the Broken Amulet,7.7,6.719186388160158
Blitz Patrollie,5.4,5.846139513160158
Moshe Kasher: Live in Oakland,6.7,5.826608263160158
The Mistress,6.3,6.208444200660158
The Rise of Kirmada,8.2,6.748971544410158
Vettai,6.0,5.984811388160158
Muran,6.3,6.081491075660158
A World Not Ours,7.8,7.288522325660158
Tom Papa: Live in New York City,7.2,5.818307481910158
Zokkomon,4.0,5.843698106910158
My Friend Pinto,5.3,6.412057481910158
Here Comes the Rain,6.3,6.401803575660158
One More Try,6.0,6.413034044410158
Chhota Bheem Master of Shaolin,6.1,6.810006700660158
No Other Woman,5.9,5.821725450660158
Sisterakas,5.0,6.451119981910158
Phone Swap,6.2,5.719186388160158
"Darling, Something's Wrong with Your Head",6.7,6.005319200660158
Paddington,7.2,6.718698106910158
It Follows,6.8,6.026803575660158
The Imitation Game,8.0,8.194772325660157
Rush,8.1,7.308541856910158
Nightcrawler,7.8,7.516061388160158
St. Vincent,7.2,6.683541856910158
The Conjuring,7.5,6.700143419410158
How to Train Your Dragon 2,7.8,6.998483263160158
Oldboy,5.7,6.164987169410158
Big Eyes,7.2,7.066354356910158
Begin Again,7.4,6.440866075660158
42,7.5,6.841744981910158
Olympus Has Fallen,6.5,6.671823106910158
Dark Skies,6.3,6.380807481910158
Blue Jasmine,7.3,6.784616075660158
Insidious: Chapter 2,6.5,5.970162950660158
Creep,6.3,5.488717638160158
Barefoot,6.6,6.079537950660158
The Giver,6.4,5.955514513160158
Mandela: Long Walk to Freedom,7.1,7.100045763160158
The Green Inferno,5.3,5.631784044410158
Empire State,5.2,5.881295763160158
Penguins of Madagascar,6.6,6.244577013160158
A Walk Among the Tombstones,6.5,6.339303575660158
The Call,6.7,5.643991075660158
Scary Movie 5,3.5,5.820748888160158
Philomena,7.6,6.568795763160158
Seventh Son,5.5,6.085397325660158
The Butler,7.2,6.853952013160158
Texas Chainsaw 3D,4.8,5.539010606910158
Cloudy with a Chance of Meatballs 2,6.3,6.771432481910158
Metallica: Through the Never,7.1,6.170846544410158
Mr. Peabody & Sherman,6.8,6.170358263160158
The Frozen Ground,6.4,6.420358263160158
Shrek the Musical,6.9,6.063912950660158
The Railway Man,7.1,6.781198106910158
Get on Up,6.9,6.766061388160158
Who Am I,7.5,6.072213731910158
The Battered Bastards of Baseball,8.0,7.018014513160158
Walk of Shame,6.0,6.248483263160158
Cowspiracy: The Sustainability Secret,8.2,7.058541856910158
The Smurfs 2,5.3,6.601022325660158
"I, Frankenstein",5.1,5.212838731910158
The November Man,6.2,5.918405138160158
PK,8.1,6.664498888160158
Bill Burr: I'm Sorry You Feel That Way,8.3,6.911569200660158
Copenhagen,7.0,6.036569200660158
Thanks for Sharing,6.4,6.243112169410158
Queen,8.1,6.888131700660158
Virunga,8.2,7.168405138160158
Mike Birbiglia: My Girlfriend's Boyfriend,8.0,6.545358263160158
Effie Gray,6.0,6.186959825660158
Elena,7.6,6.899850450660158
