title,imdb_score,predicted_score
Delhi Belly,7.5,5.7
Undefeated,7.7,7.3
Barfi!,8.1,6.7
6 Bullets,6.0,6.1
7 Khoon Maaf,6.2,6.5
Naruto Shippuden the Movie: Blood Prison,7.1,6.0
Maria Bamford: The Special Special Special!,7.0,5.8
The Trial of Adolf Eichmann,7.5,7.0
Don't Go Breaking My Heart,6.5,5.9
Jim Gaffigan: Mr. Universe,7.7,6.0
A Second Chance,4.7,6.1
Big Time Movie,6.1,5.7
Paan Singh Tomar,8.2,6.2
Shor in the City,7.2,6.4
FRED 3: Camp Fred,2.0,5.7
Don 2,7.0,6.0
Pyaar Ka Punchnama,7.6,6.6
Chillar Party,7.5,6.4
Talaash,7.2,6.6
Coming Forth by Day,6.5,6.3
The Great Magician,5.9,6.0
Arjun: The Warrior Prince,6.7,6.8
Toll Booth,6.4,6.4
No One Killed Jessica,7.2,6.5
Ferrari Ki Sawaari,6.4,6.5
Tiger & Bunny: The Beginning,6.6,6.1
The Dirty Picture,6.6,6.7
Kath & Kimderella,5.3,6.0
Rowdy Rathore,5.7,6.3
OMG: Oh My God!,8.1,6.8
Ek Main Aur Ekk Tu,5.7,6.1
A Beautiful Life,6.7,6.2
Mugamoodi,5.1,6.5
Game,5.2,6.1
Bodyguard,4.6,6.1
Material,7.1,6.3
Kyaa Super Kool Hain Hum,5.0,6.7
Jeff Dunham: Controlled Chaos,7.4,7.0
Players,4.2,6.1
Aiyyaa,4.3,6.2
Tere Naal Love Ho Gaya,5.8,6.2
Ragini MMS,5.1,5.7
Grandmaster,6.9,5.8
26 Years,6.3,6.4
Michael,5.3,6.2
"All's Well, Ends Well",5.1,5.9
Heroine,5.0,6.6
Lavell Crawford: Can a Brother Get Some Love?,6.9,7.1
Jeff Dunham: Minding the Monsters,7.0,6.1
Kalakalappu,6.9,6.5
Chhota Bheem & Krishna in Mayanagari,8.7,6.4
Chhota Bheem In Dholakpur to Kathmandu,7.9,6.6
An Elf's Story,5.1,5.8
Bbuddah Hoga Terra Baap,5.6,5.9
Luv Shuv Tey Chicken Khurana,6.6,6.4
Bwakaw,7.1,6.4
Blood Money,5.0,5.9
Shaitan,7.2,6.2
Department,3.2,6.0
Asmaa,8.1,6.3
Thaandavam,6.1,6.0
Chota Bheem Aur Ganesh in the Amazing Odyssey,7.8,6.6
Question Mark,7.0,6.4
Husbands in Goa,3.8,6.5
Chhota Bheem and the Broken Amulet,7.7,6.5
Blitz Patrollie,5.4,5.9
Moshe Kasher: Live in Oakland,6.7,5.8
The Mistress,6.3,6.3
The Rise of Kirmada,8.2,6.6
Vettai,6.0,5.9
Muran,6.3,6.1
A World Not Ours,7.8,7.3
Tom Papa: Live in New York City,7.2,5.8
Zokkomon,4.0,5.9
My Friend Pinto,5.3,6.5
Here Comes the Rain,6.3,6.4
One More Try,6.0,6.4
Chhota Bheem Master of Shaolin,6.1,6.7
No Other Woman,5.9,5.8
Sisterakas,5.0,6.4
Phone Swap,6.2,5.9
"Darling, Something's Wrong with Your Head",6.7,6.1
Paddington,7.2,6.7
It Follows,6.8,6.0
The Imitation Game,8.0,8.1
Rush,8.1,7.4
Nightcrawler,7.8,7.5
St. Vincent,7.2,6.7
The Conjuring,7.5,6.6
How to Train Your Dragon 2,7.8,7.0
Oldboy,5.7,6.1
Big Eyes,7.2,7.1
Begin Again,7.4,6.5
42,7.5,6.9
Olympus Has Fallen,6.5,6.6
Dark Skies,6.3,6.3
Blue Jasmine,7.3,6.9
Insidious: Chapter 2,6.5,5.9
Creep,6.3,5.4
Barefoot,6.6,6.1
The Giver,6.4,5.9
Mandela: Long Walk to Freedom,7.1,7.1
The Green Inferno,5.3,5.5
Empire State,5.2,5.9
Penguins of Madagascar,6.6,6.1
A Walk Among the Tombstones,6.5,6.3
The Call,6.7,5.7
Scary Movie 5,3.5,5.8
Philomena,7.6,6.7
Seventh Son,5.5,6.1
The Butler,7.2,6.9
Texas Chainsaw 3D,4.8,5.5
Cloudy with a Chance of Meatballs 2,6.3,6.7
Metallica: Through the Never,7.1,6.1
Mr. Peabody & Sherman,6.8,6.0
The Frozen Ground,6.4,6.4
Shrek the Musical,6.9,6.2
The Railway Man,7.1,6.8
Get on Up,6.9,6.7
Who Am I,7.5,6.0
The Battered Bastards of Baseball,8.0,7.0
Walk of Shame,6.0,6.3
Cowspiracy: The Sustainability Secret,8.2,7.0
The Smurfs 2,5.3,6.7
"I, Frankenstein",5.1,5.1
The November Man,6.2,5.9
PK,8.1,6.7
Bill Burr: I'm Sorry You Feel That Way,8.3,6.9
Copenhagen,7.0,6.0
Thanks for Sharing,6.4,6.3
Queen,8.1,6.9
Virunga,8.2,7.2
Mike Birbiglia: My Girlfriend's Boyfriend,8.0,6.5
Effie Gray,6.0,6.1
Elena,7.6,7.0
The Haunting in Connecticut 2: Ghosts of Georgia,5.2,5.8
The Nut Job,5.7,6.4
Haider,8.1,6.4
Omar,7.5,6.0
Tom Segura: Completely Normal,7.7,6.9
We Steal Secrets: The Story of WikiLeaks,6.9,7.3
Search Party,5.6,6.1
Stand by Me Doraemon,7.3,6.6
Berserk: The Golden Age Arc III - The Advent,7.8,6.2
The Square,8.1,7.5
2 States,6.9,6.4
The Short Game,7.3,7.0
Highway,7.6,6.4
Jinxed,6.3,5.7
Dabbe: The Possession,6.8,5.8
Ralphie May: Imperfectly Yours,5.4,6.8
Mary Kom,6.8,6.6
"The Other One: The Long, Strange Trip of Bob Weir",7.3,6.9
Fukrey,6.9,6.4
Free Birds,5.8,6.2
Race 2,5.3,6.0
Birth Reborn,7.8,7.0
The Berlin File,6.6,5.7
Monty Python: The Meaning of Live,7.6,7.0
Imperial Dreams,6.7,6.2
Monty Python: Live (Mostly),7.6,7.4
LEGO DC Comics Super Heroes: Batman Be-Leaguered,6.5,5.4
Hasee Toh Phasee,6.8,6.2
The Boss: Anatomy of a Crime,7.3,6.3
Once Upon a Time in Mumbai Dobaara!,4.4,6.2
Jim Jefferies: Bare,8.0,6.0
Pizza,6.2,5.4
Boss,5.1,6.5
Madras Cafe,7.6,6.2
Ankhon Dekhi,8.0,6.4
Kai Po Che!,7.7,6.6
Anjaan,5.3,6.1
ABCD,6.3,6.7
Blind Detective,6.4,6.1
Satyagraha,5.9,7.6
Buddies,6.5,7.0
Khoobsurat,6.4,5.9
The Perfect Dictatorship,7.2,6.6
Bride for Rent,6.4,5.8
Selfie,6.0,7.4
Chashme Baddoor,5.4,6.5
Bombay Talkies,6.6,6.3
Humpty Sharma Ki Dulhania,6.0,6.2
Ragini MMS 2,3.9,5.8
Mission Blue,7.9,7.2
Chennai Express,6.0,6.3
Saheb Biwi Aur Gangster Returns,6.7,6.1
Raja Natwarlal,6.1,6.1
My Beautiful Broken Brain,7.0,6.9
Jim Gaffigan: Obsessed,7.6,6.8
Jeff Dunham: All Over the Map,7.1,5.8
Eyes of a Thief,6.6,6.3
Miss Granny,7.2,6.3
Aziz Ansari: Buried Alive,7.2,6.9
Print the Legend,7.0,7.6
The Butterfly's Dream,7.7,6.7
Tea Time,7.6,6.8
Mitt,6.9,6.7
Trailer Park Boys - Live in F**kin' Dublin,6.2,5.9
Ungli,5.8,6.3
When Love Happens,4.8,5.8
Marc Maron: Thinky Pain,7.3,6.0
Coming Soon,7.3,6.3
Born in Gaza,7.4,6.8
Tiger & Bunny: The Rising,6.7,6.3
My Own Man,6.4,6.9
SDU: Sex Duties Unit,5.9,5.8
City of God: 10 Years Later,6.4,6.8
October 1,6.4,6.6
The Amazing Praybeyt Benjamin,4.0,5.8
Free to Play,7.6,6.6
Inkaar,6.1,6.1
Dabbe 5: Curse of the Jinn,5.9,5.9
Diamonds in the Sky,7.4,6.5
Chhota Bheem and the ShiNobi Secret,8.6,6.6
Bhaji in Problem,7.1,6.5
Dedh Ishqiya,7.0,6.2
She's The One,6.3,6.1
Wedding Association,7.0,6.3
Chelsea Handler: Uganda Be Kidding Me Live,5.8,5.9
Ghadi,7.3,6.2
Swearnet: The Movie,6.0,6.3
E-Team,7.1,7.1
SampleThis,6.4,6.9
El Mago Pop,6.8,6.5
Ghanchakkar,5.8,6.1
Seven Souls in the Skull Castle,7.3,6.3
Giraffada,6.3,6.2
Pagpag: Siyam na Buhay,5.4,5.6
Anaamika,5.5,5.9
The Midas Touch,5.0,6.1
Chhota Bheem in the Incan Adventure,7.5,6.6
Mars at Sunrise,7.8,6.1
It Takes a Man and a Woman,6.7,6.2
Gori Tere Pyaar Mein,4.9,6.4
What the Fish,5.2,6.5
A Place in the Stars,6.2,6.2
Heritages,7.3,7.2
Trailer Park Boys: Live at the North Pole,6.7,6.0
One by Two,3.9,6.3
Romantik Komedi 2: Bekarlığa Veda,5.1,5.8
Chhota Bheem the Crown of Valhalla,7.6,6.5
The Land of Cards,5.5,6.2
Gollu Aur Pappu,3.8,6.2
Bobby Jasoos,5.5,6.0
Refugiado,6.4,6.1
Chhota Bheem Aur Hanuman,7.3,6.7
That Thing Called Tadhana,7.4,6.1
Must Be... Love,6.4,5.8
She's Dating the Gangster,7.0,6.0
Swearnet Live,5.3,5.9
Himmatwala,1.7,6.4
Chhota Bheem & Krishna vs Zimbara,9.1,6.6
Theeya Velai Seiyyanum Kumaru,5.3,6.2
A Fairly Odd Summer,3.8,6.4
Deliha,4.5,5.7
Chhota Bheem Neeli Pahaadi,8.7,6.6
Four Sisters and a Wedding,7.2,6.5
D.L. Hughley: Clear,6.8,5.8
Cold Harbour,5.2,5.4
Confusion Na Wa,7.0,6.4
Flower Girl,6.0,5.7
Blind Intersections,6.6,6.2
Doctor Bello,4.8,6.0
Chhota Bheem Dus pe Dus,5.1,6.5
Sigaram Thodu,6.1,5.9
Starting Over Again,8.3,7.5
Naan Sigappu Manithan,6.5,6.2
The War Against Women,7.3,7.0
The Royal Bengal Tiger,6.8,5.9
Settai,4.5,6.1
