movieId,title,genres_x,id,type,description,release_year,age_certification,runtime,genres_y,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
374,Richie Rich,Children|Comedy,ts35463,SHOW,"Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.",2015,TV-PG,23,['comedy'],['US'],2.0,tt4160920,3.0,1073.0,9.491,6.5
382,Wolf,Drama|Horror|Romance|Thriller,ts77014,SHOW,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",2018,TV-MA,75,"['reality', 'war', 'action', 'drama', 'thriller']",['TR'],1.0,tt7146600,8.0,7545.0,26.999,7.1
110173,Wolf,Crime|Drama|Thriller,ts77014,SHOW,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",2018,TV-MA,75,"['reality', 'war', 'action', 'drama', 'thriller']",['TR'],1.0,tt7146600,8.0,7545.0,26.999,7.1
148078,Wolf,Action|Adventure|Drama,ts77014,SHOW,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",2018,TV-MA,75,"['reality', 'war', 'action', 'drama', 'thriller']",['TR'],1.0,tt7146600,8.0,7545.0,26.999,7.1
383,Wyatt Earp,Western,tm118238,MOVIE,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",1994,PG-13,191,"['western', 'crime', 'action', 'drama']",['US'],,tt0111756,6.7,50774.0,14.677,6.751
401,Mirage,Action|Thriller,tm433381,MOVIE,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",2018,R,129,"['fantasy', 'thriller', 'drama', 'romance', 'european']",['ES'],,tt6908274,7.4,54188.0,19.839,7.5
45068,Mirage,Mystery|Thriller,tm433381,MOVIE,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",2018,R,129,"['fantasy', 'thriller', 'drama', 'romance', 'european']",['ES'],,tt6908274,7.4,54188.0,19.839,7.5
175451,Mirage,Drama,tm433381,MOVIE,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",2018,R,129,"['fantasy', 'thriller', 'drama', 'romance', 'european']",['ES'],,tt6908274,7.4,54188.0,19.839,7.5
200200,Mirage,Drama|Sci-Fi|Thriller,tm433381,MOVIE,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",2018,R,129,"['fantasy', 'thriller', 'drama', 'romance', 'european']",['ES'],,tt6908274,7.4,54188.0,19.839,7.5
423,Blown Away,Action|Thriller,ts100116,SHOW,A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.,2019,TV-PG,26,"['reality', 'comedy', 'history', 'documentation']",['CA'],3.0,tt9908860,7.1,3034.0,23.841,7.2
91112,Blown Away,Action|Drama|Romance,ts100116,SHOW,A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.,2019,TV-PG,26,"['reality', 'comedy', 'history', 'documentation']",['CA'],3.0,tt9908860,7.1,3034.0,23.841,7.2
434,Cliffhanger,Action|Adventure|Thriller,tm186589,MOVIE,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",1993,R,112,"['action', 'thriller', 'comedy', 'animation']","['IT', 'US', 'FR']",,tt0106582,6.5,128972.0,27.78,6.5
448,Fearless,Drama,ts38812,SHOW,"On a journey from Brazil to the Las Vegas championships, professional bull riders risk it all to earn money, respect and titles.",2016,,42,"['documentation', 'reality']",['US'],2.0,tt9556710,7.0,304.0,3.34,8.0
448,Fearless,Drama,tm918962,MOVIE,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,2020,PG,89,"['animation', 'family', 'scifi', 'documentation', 'comedy']",['CA'],,tt8675288,4.9,1735.0,17.412,6.2
458,Geronimo: An American Legend,Drama|Western,tm190811,MOVIE,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",1993,PG-13,115,"['western', 'history', 'drama']",['US'],,tt0107004,6.5,11709.0,8.136,6.3
474,In the Line of Fire,Action|Thriller,tm187791,MOVIE,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",1993,R,128,"['drama', 'thriller', 'crime', 'action']",['US'],,tt0107206,7.2,102916.0,19.8,6.973
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,tm187187,MOVIE,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",1993,PG-13,131,"['action', 'fantasy', 'comedy', 'family']",['US'],,tt0107362,6.4,150498.0,22.196,6.379
493,Menace II Society,Action|Crime|Drama,tm189764,MOVIE,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,1993,R,97,"['drama', 'crime', 'thriller']",['US'],,tt0107554,7.5,58179.0,13.928,7.542
501,Naked,Drama,tm285298,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19482.0,21.822,5.7
128834,Naked,Comedy,tm285298,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19482.0,21.822,5.7
163953,Naked,Documentary,tm285298,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19482.0,21.822,5.7
176599,Naked,Comedy,tm285298,MOVIE,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",2017,,96,"['comedy', 'fantasy', 'romance']",['US'],,tt6048930,5.4,19482.0,21.822,5.7
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,tm107744,MOVIE,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996,PG-13,110,"['thriller', 'action']",['US'],,tt0117060,7.1,420673.0,41.115,6.9
692,Solo,Action|Sci-Fi|Thriller,tm427293,MOVIE,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",2018,,100,"['thriller', 'drama', 'romance', 'sport', 'european']",['ES'],,tt6699860,5.0,2779.0,6.956,5.5
135711,Solo,Drama|War,tm427293,MOVIE,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",2018,,100,"['thriller', 'drama', 'romance', 'sport', 'european']",['ES'],,tt6699860,5.0,2779.0,6.956,5.5
184749,Solo,Action|Romance|Thriller,tm427293,MOVIE,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",2018,,100,"['thriller', 'drama', 'romance', 'sport', 'european']",['ES'],,tt6699860,5.0,2779.0,6.956,5.5
192177,Solo,Thriller,tm427293,MOVIE,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",2018,,100,"['thriller', 'drama', 'romance', 'sport', 'european']",['ES'],,tt6699860,5.0,2779.0,6.956,5.5
764,Heavy,Drama|Romance,tm10811,MOVIE,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",1995,R,105,"['drama', 'romance']",['US'],,tt0113280,6.8,5047.0,3.308,6.8
786,Eraser,Action|Drama|Thriller,tm111163,MOVIE,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",1996,R,115,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",,tt0116213,6.1,110921.0,19.437,6.0
840,House Arrest,Children|Comedy,tm863514,MOVIE,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,2019,,104,['comedy'],['IN'],,tt11163028,5.5,1655.0,3.176,6.4
875,Nothing to Lose,Action|Crime|Drama,tm375962,MOVIE,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",2018,PG,130,['drama'],['BR'],,tt6910020,2.3,23031.0,45.267,5.5
7048,Nothing to Lose,Action|Adventure|Comedy|Crime,tm375962,MOVIE,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",2018,PG,130,['drama'],['BR'],,tt6910020,2.3,23031.0,45.267,5.5
117324,Nothing to Lose,Crime|Thriller,tm375962,MOVIE,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",2018,PG,130,['drama'],['BR'],,tt6910020,2.3,23031.0,45.267,5.5
205699,Nothing to Lose,Drama,tm375962,MOVIE,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",2018,PG,130,['drama'],['BR'],,tt6910020,2.3,23031.0,45.267,5.5
928,Rebecca,Drama|Mystery|Romance|Thriller,tm443615,MOVIE,"After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.",2020,PG-13,123,"['romance', 'drama', 'thriller']",['GB'],,tt2235695,6.0,41232.0,11.042,6.3
948,Giant,Drama|Romance|Western,tm266705,MOVIE,"Having fought in the First Carlist War, Martin returns to his family farm in Gipuzkoa only to find that his younger brother, Joaquín, towers over him in height. Convinced that everyone will want to pay to see the tallest man on Earth, the siblings set out on a long trip all over Europe, during which ambition, money and fame will forever change the family’s fate. A story based on true events.",2017,PG-13,114,"['drama', 'history', 'european']",['ES'],,tt5693136,6.6,4302.0,12.248,6.6
1084,Bonnie and Clyde,Crime|Drama,tm119281,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048.0,15.687,7.5
107400,Bonnie and Clyde,Crime|Documentary|Drama,tm119281,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048.0,15.687,7.5
1136,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy,tm127384,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,PG,91,"['fantasy', 'action', 'comedy']",['GB'],,tt0071853,8.2,534486.0,15.461,7.811
1219,Psycho,Crime|Horror,tm477006,MOVIE,"Based on the Buddhist tale of Angulimala, a dreaded serial killer, Psycho tells the story of a blind man who gets involved in a murder mystery.",2020,,134,"['drama', 'crime', 'thriller']",['IN'],,tt9109976,6.2,4153.0,3.872,4.6
2389,Psycho,Crime|Horror|Thriller,tm477006,MOVIE,"Based on the Buddhist tale of Angulimala, a dreaded serial killer, Psycho tells the story of a blind man who gets involved in a murder mystery.",2020,,134,"['drama', 'crime', 'thriller']",['IN'],,tt9109976,6.2,4153.0,3.872,4.6
1222,Full Metal Jacket,Drama|War,tm22327,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,R,117,"['war', 'drama']","['US', 'GB']",,tt0093058,8.3,729274.0,32.937,8.1
1227,Once Upon a Time in America,Crime|Drama,tm180542,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,R,139,"['crime', 'drama', 'european']","['US', 'IT']",,tt0087843,8.3,345714.0,28.937,8.453
1279,Night on Earth,Comedy|Drama,ts224164,SHOW,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",2020,TV-PG,49,['documentation'],['GB'],1.0,,,,10.309,7.4
1307,When Harry Met Sally...,Comedy|Romance,tm138875,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96,"['comedy', 'romance', 'drama']",['US'],,tt0098635,7.7,216199.0,15.123,7.4
1346,Cat People,Drama|Fantasy|Horror,ts289364,SHOW,"CAT PEOPLE tells the stories of some of the most remarkable and surprising ""cat people"" in the world, defying negative stereotypes while revealing the truth of what it means to love such fiercely independent creatures.",2021,TV-14,32,['documentation'],['US'],1.0,tt14818454,6.3,282.0,3.255,6.3
7713,Cat People,Drama|Horror|Romance|Thriller,ts289364,SHOW,"CAT PEOPLE tells the stories of some of the most remarkable and surprising ""cat people"" in the world, defying negative stereotypes while revealing the truth of what it means to love such fiercely independent creatures.",2021,TV-14,32,['documentation'],['US'],1.0,tt14818454,6.3,282.0,3.255,6.3
1409,Michael,Comedy|Drama|Fantasy|Romance,tm166810,MOVIE,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,PG-13,97,"['drama', 'thriller']",['IN'],,tt1754202,5.3,168.0,0.823,5.5
47135,Michael,Drama,tm166810,MOVIE,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,PG-13,97,"['drama', 'thriller']",['IN'],,tt1754202,5.3,168.0,0.823,5.5
97423,Michael,Drama|Thriller,tm166810,MOVIE,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,PG-13,97,"['drama', 'thriller']",['IN'],,tt1754202,5.3,168.0,0.823,5.5
1466,Donnie Brasco,Crime|Drama,tm191989,MOVIE,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,1997,R,127,"['drama', 'thriller', 'crime']",['US'],,tt0119008,7.7,303868.0,22.225,7.5
1497,Double Team,Action,tm191431,MOVIE,He's a one-man arsenal... with enough voltage to rock the free world. They Don't Play by the Rules. You're either on their side...or in their way. America's top counter-terrorist usually works alone...this time he's got company.,1997,R,93,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",,tt0119013,4.8,34396.0,14.599,5.1
1499,Anaconda,Action|Adventure|Thriller,tm191387,MOVIE,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",1997,PG-13,89,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",,tt0118615,4.8,104213.0,34.405,5.1
1591,Spawn,Action|Adventure|Sci-Fi|Thriller,tm192199,MOVIE,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997,PG-13,96,"['scifi', 'action', 'drama', 'horror']",['US'],,tt0120177,5.2,68184.0,16.989,5.343
